Name_x,URL,ZIP,Count,AverageExposure,Stars,Latitude,Longitude,Address,PlaceID,White,ofWhite,WN,Black,ofBlack,BN,AmericanIndaian,ofAI,AIN,Asian,ofAisan,AN,NativeHawiian,ofNativeHawiian,NHN,Edu,ofEDU,HED,Unemployment,HUne,Wealth,HWe,Attraction,Hotspot
Gather,/biz/gather-chicago?osq=Restaurants,60625,149,0.139851147,4.5,41.9643,-87.685562,"4539 N Lincoln Ave, Chicago, IL 60625, United States",ChIJqS0bXBDSD4gR4DvrWVziKgM,46060,57.6,1,3951,4.9,0,696,0.9,1,10277,12.8,1,0,0,0,10369,63.1,1,6.5,1,76088,1,0,0
Aloha Wagon,/biz/aloha-wagon-chicago?osq=Restaurants,60608,148,0.138829668,4.9,41.8540367,-87.6854898,"2023 S Western Ave, Chicago, IL 60608, United States",ChIJKw9rSHAtDogRl25T5otZURU,59259,82.2,1,2683,3.7,0,94,0.1,0,4833,6.7,0,105,0.1,1,23108,90.9,1,7.5,1,98457,1,1,0
Handlebar,/biz/handlebar-chicago?osq=Restaurants,60647,248,0.146346061,4.1,41.9102486,-87.6852901,"2311 W North Ave, Chicago, IL 60647, United States",ChIJbziTdbvSD4gRqmIgd8IFEIs,58385,68.2,1,5701,6.7,0,476,0.6,1,3658,4.3,0,62,0.1,1,20518,76.1,1,3.7,1,89974,1,0,0
Iraz%C3%BA Costa Rican Restaurant & Catering,/biz/iraz%C3%BA-costa-rican-restaurant-and-catering-chicago-7?osq=Restaurants,60647,248,0.137332986,4.3,41.91568523,-87.68502682,"1865 N Milwaukee Ave  Chicago, IL 60647  Moffat St & Western Ave  Bucktown",-,58385,68.2,1,5701,6.7,0,476,0.6,1,3658,4.3,0,62,0.1,1,20518,76.1,1,3.7,1,89974,1,0,1
Indian Paradise,/biz/indian-paradise-chicago?osq=Restaurants,60647,248,0.121659805,4,41.9102645,-87.6845839,"2257 W North Ave, Chicago, IL 60647, United States",ChIJBUklnLHTD4gRgbXWlrRWGwM,58385,68.2,1,5701,6.7,0,476,0.6,1,3658,4.3,0,62,0.1,1,20518,76.1,1,3.7,1,89974,1,0,0
S & T Steakhouse,/biz/s-and-t-steakhouse-chicago-2?osq=Restaurants,60647,248,0.078800623,4.9,41.9177572,-87.684367,"2246 W Armitage Ave, Chicago, IL 60647, United States",ChIJ_59ExsfTD4gRTzU9rNFYMfg,58385,68.2,1,5701,6.7,0,476,0.6,1,3658,4.3,0,62,0.1,1,20518,76.1,1,3.7,1,89974,1,0,0
The StopAlong,/biz/the-stopalong-chicago?osq=Restaurants,60647,248,0.134779214,4.5,41.914339,-87.6838108,"1812 N Milwaukee Ave, Chicago, IL 60647, United States",ChIJm-Q-yL3SD4gR-xjakd0DHVc,58385,68.2,1,5701,6.7,0,476,0.6,1,3658,4.3,0,62,0.1,1,20518,76.1,1,3.7,1,89974,1,0,1
Cebu,/biz/cebu-chicago?osq=Restaurants,60647,248,0.151895302,4,41.9102908987067,-87.682886032421,"2211 W North Ave, Chicago, IL 60647, United States",ChIJ_S3NjSWZqTMRBzXT2wwDNEw,58385,68.2,1,5701,6.7,0,476,0.6,1,3658,4.3,0,62,0.1,1,20518,76.1,1,3.7,1,89974,1,0,0
Antico,/biz/antico-chicago?osq=Restaurants,60647,248,0.172855783,4.4,41.9174736,-87.6826681,"1946 N Leavitt St, Chicago, IL 60647, United States",ChIJv2NPdZbSD4gRouXPbrFYvHo,58385,68.2,1,5701,6.7,0,476,0.6,1,3658,4.3,0,62,0.1,1,20518,76.1,1,3.7,1,89974,1,0,0
Tryzub Ukrainian Kitchen,/biz/tryzub-ukrainian-kitchen-chicago?osq=Restaurants,60622,218,0.135862637,4.4,41.8956997,-87.6821358,"2201 W Chicago Ave, Chicago, IL 60622, United States",ChIJNeYTT0stDogRMnztBUSpR8Q,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,0
Enoteca Roma Ristorante,/biz/enoteca-roma-ristorante-chicago?osq=Restaurants,60622,218,0.017818685,3.4,41.903318,-87.681584,"2146 W Division St, Chicago, IL 60622, United States",ChIJqZN58LbSD4gRpJq-3LzUz7c,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Lost Larson,/biz/lost-larson-chicago-3?osq=Restaurants,60622,218,0.035543701,3.8,41.9032811,-87.6813021,"2140 W Division St, Chicago, IL 60622, United States",ChIJnVtDBNPTD4gREPREkTurrWI,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Queen Mary Tavern,/biz/queen-mary-tavern-chicago?osq=Restaurants,60622,218,0.134486196,4.5,41.9029715,-87.6807371,"2125 W Division St, Chicago, IL 60622, United States",ChIJQ3h88bbSD4gRpCS8A9UibSs,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Osteria Rusticana,/biz/osteria-rusticana-chicago-3?osq=Restaurants,60622,218,0.189361321,4.5,41.9033759,-87.6804098,"2114 W Division St, Chicago, IL 60622, United States",ChIJO56ApHfTD4gRs4Vw6CnAyvQ,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
All Together Now,/biz/all-together-now-chicago?osq=Restaurants,60622,218,0.162315799,4.5,41.8956489,-87.6803801,"2119 W Chicago Ave, Chicago, IL 60622, United States",ChIJ7Qc3OPotDogR8D8nAtWvFuw,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,0
XOchimilco Mexican Restaurant,/biz/xochimilco-mexican-restaurant-chicago?osq=Restaurants,60618,177,0.118543083,4.8,41.9616806,-87.6802639,"2030 W Montrose Ave, Chicago, IL 60618, United States",ChIJiQRer-QtDogRIJbfvRasl3M,62235,65.5,1,2661,2.8,0,199,0.2,0,6151,6.5,0,154,0.2,1,13382,65.7,1,4.8,1,91650,1,0,0
Misano Italia,/biz/misano-italia-chicago?osq=Restaurants,60647,248,0.013645404,4.5,41.9103395,-87.6800513,"2101 W North Ave, Chicago, IL 60647, United States",ChIJZ1BI2rjSD4gR7R0AaIuemEs,58385,68.2,1,5701,6.7,0,476,0.6,1,3658,4.3,0,62,0.1,1,20518,76.1,1,3.7,1,89974,1,0,1
Folklore Argentine Grill,/biz/folklore-argentine-grill-chicago?osq=Restaurants,60622,218,0.15959259,3.9,41.9033221,-87.6798856,"2100 W Division St, Chicago, IL 60622, United States",ChIJcUfdU7bSD4gR5NotOwi6iXk,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Jack's Wicker Park,/biz/jack-s-wicker-park-chicago?osq=Restaurants,60622,218,0.241446322,4.8,41.9033742,-87.6794939,"2056 W Division St, Chicago, IL 60622, United States",ChIJIyRLCSHTD4gRKkDjQpvSiDY,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Same Same,/biz/same-same-chicago?osq=Restaurants,60618,177,0.004482071,4.5,41.9433272,-87.6794334,"2022 W Roscoe St, Chicago, IL 60618, United States",ChIJ869BgZ_TD4gRtUbNP7ugj7I,62235,65.5,1,2661,2.8,0,199,0.2,0,6151,6.5,0,154,0.2,1,13382,65.7,1,4.8,1,91650,1,0,0
Irene's,/biz/irenes-chicago?osq=Restaurants,60618,177,0.123082279,4.8,41.9544611954916,-87.6794098459139,"2012 Irving Park Rd, Chicago, IL 60618, United States",ChIJTb3w16gzDogRqBjZBa1dEX8,62235,65.5,1,2661,2.8,0,199,0.2,0,6151,6.5,0,154,0.2,1,13382,65.7,1,4.8,1,91650,1,0,0
Silli Kori,/biz/silli-kori-chicago?osq=Restaurants,60622,218,0.192241092,4.3,41.9029988,-87.6793423,"2053 W Division St, Chicago, IL 60622, United States",ChIJ_QijSLbSD4gR8_o2ZnmPcoI,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Bourbon On Division,/biz/bourbon-on-division-chicago?osq=Restaurants,60622,218,0.01311006,4.7,41.903304,-87.6792116,"2050 W Division St, Chicago, IL 60622, United States",ChIJw053SbbSD4gRd9c6vsBfXKY,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Typica Cafe,/biz/typica-cafe-chicago?osq=Restaurants,60622,218,0.048355173,4.9,41.9034294,-87.6786393,"2034 W Division St, Chicago, IL 60622, United States",ChIJJX0lnU7TD4gR6cHhC0yyqWM,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
The Reveler,/biz/the-reveler-chicago-3?osq=Restaurants,60657,233,0.017746931,3.6,41.9434142,-87.6782928,"3403 N Damen Ave, Chicago, IL 60657, United States",ChIJ9QhNWp3TD4gRk4s5h0Xo6fo,59259,82.2,1,2683,3.7,0,94,0.1,0,4833,6.7,0,105,0.1,1,23108,90.9,1,4.2,1,98457,1,0,0
Cafe Robey,/biz/cafe-robey-chicago?osq=Restaurants,60647,248,0.070466538,4.1,41.9106629,-87.6781234,"1600 N Milwaukee Ave, Chicago, IL 60647, United States",ChIJIyYOr7jSD4gRu83hjVtOKbY,58385,68.2,1,5701,6.7,0,476,0.6,1,3658,4.3,0,62,0.1,1,20518,76.1,1,3.7,1,89974,1,0,1
Mindy's Bakery,/biz/mindys-bakery-chicago?osq=Restaurants,60647,248,0.108599456,3.8,41.9110653,-87.6780791,"1623 N Milwaukee Ave, Chicago, IL 60647, United States",ChIJt1O5fcDSD4gRzHeLexQYwtU,58385,68.2,1,5701,6.7,0,476,0.6,1,3658,4.3,0,62,0.1,1,20518,76.1,1,3.7,1,89974,1,0,1
The Royal Grocer & Co,/biz/the-royal-grocer-and-co-chicago?osq=Restaurants,60647,248,0.058541091,3.9,41.9201776,-87.6779664,"2118 N Damen Ave, Chicago, IL 60647, United States",ChIJy86Ds5TSD4gRZdKqGsbBmSI,58385,68.2,1,5701,6.7,0,476,0.6,1,3658,4.3,0,62,0.1,1,20518,76.1,1,3.7,1,89974,1,0,0
Lao Peng You,/biz/lao-peng-you-chicago?osq=Restaurants,60622,218,0.133656305,4.2,41.8960754,-87.6778955,"2020 W Chicago Ave, Chicago, IL 60622, United States",ChIJOxXGyFAtDogR7u-PLnGpdPM,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,0
Pompette,/biz/pompette-chicago?osq=Restaurants,60647,248,0.204835636,4.5,41.9176221,-87.6778639,"1960 N Damen Ave, Chicago, IL 60647, United States",ChIJvyHyjRTTD4gRnHvm6k_Pr7M,58385,68.2,1,5701,6.7,0,476,0.6,1,3658,4.3,0,62,0.1,1,20518,76.1,1,3.7,1,89974,1,0,0
Cafe Istanbul,/biz/cafe-istanbul-chicago-4?osq=Restaurants,60622,218,0.181152516,4.4,41.9033821,-87.6778355,"2014 W Division St, Chicago, IL 60622, United States",ChIJIXYAKrbSD4gRBMZqWy9PYis,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Le Bouchon,/biz/le-bouchon-chicago?osq=Restaurants,60647,248,0.14356371,3.9,41.9175649,-87.6777625,"1958 N Damen Ave, Chicago, IL 60647, United States",ChIJ7fdpy-rSD4gRTm_qSNIS0mg,58385,68.2,1,5701,6.7,0,476,0.6,1,3658,4.3,0,62,0.1,1,20518,76.1,1,3.7,1,89974,1,0,0
CLAUDIA,/biz/claudia-chicago?osq=Restaurants,60647,248,0.134786869,4.1,41.9174524,-87.6777605,"1952 N Damen Ave, Chicago, IL 60647, United States",ChIJofcbtUgtDogRuRPgFNiZIUk,58385,68.2,1,5701,6.7,0,476,0.6,1,3658,4.3,0,62,0.1,1,20518,76.1,1,3.7,1,89974,1,0,0
Basant Modern Indian,/biz/basant-modern-indian-chicago-2?osq=Restaurants,60613,126,0.126001453,4.7,41.9521913,-87.6777554,"1939 W Byron St, Chicago, IL 60613, United States",ChIJB83QHq_TD4gRY5x-c5OBu_M,41222,77.4,1,3146,5.9,0,160,0.3,0,4651,8.7,1,7,0,0,14545,86.4,1,4.1,1,88267,1,1,0
Urbanbelly,/biz/urbanbelly-chicago-26?osq=Restaurants,60622,218,0.154342812,4,41.9094907,-87.677595,"1542 N Damen Ave, Chicago, IL 60622, United States",ChIJF5VonrjSD4gRBgGbmXf3hWU,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Dove's Luncheonette,/biz/doves-luncheonette-chicago?osq=Restaurants,60622,218,0.204357983,4.2,41.9094982,-87.6772701,"1545 N Damen Ave, Chicago, IL 60622, United States",ChIJDerFZ8fSD4gRoovcMNvO8hU,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Little Wok Wicker Park,/biz/little-wok-wicker-park-chicago?osq=Restaurants,60622,218,0.199326151,3.8,41.9033751,-87.676954,"1950 W Division St, Chicago, IL 60622, United States",ChIJXegUymrTD4gRZd5LYkvw4Ec,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Cheba Hut Toasted Subs,/biz/cheba-hut-toasted-subs-chicago-7?osq=Restaurants,60622,218,0.13150125,4.5,41.9033783,-87.6767699,"1948 W Division St, Chicago, IL 60622, United States",ChIJ-SU0pWfTD4gRemlEo3Z6MtQ,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Casa Tequila,/biz/casa-tequila-chicago?osq=Restaurants,60622,218,0.251193777,3.4,41.9030564,-87.6767384,"1949 W Division St, Chicago, IL 60622, United States",ChIJo-2pA_LTD4gRC9EYpBHjQD0,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Taxim,/biz/taxim-chicago?osq=Restaurants,60622,218,0.017544996,3.8,41.9097199,-87.6766851,"1558 N Milwaukee Ave, Chicago, IL 60622, United States",ChIJj9-UasfSD4gRafgxp0S5YlQ,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Bloom Plant Based Kitchen,/biz/bloom-plant-based-kitchen-chicago?osq=Restaurants,60622,218,0.141251208,4.4,41.9099039,-87.6764488,"1559 N Milwaukee Ave, Chicago, IL 60622, United States",ChIJsVsK4J3TD4gRc925DzRAzhI,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Sea & Olive - CLOSED,/biz/sea-and-olive-chicago?osq=Restaurants,60622,218,0.046784169,4,41.9033538,-87.6763936,"1938 W Division St, Chicago, IL 60622, United States",ChIJ4bCV89jTD4gRb0AoSPNPwQg,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
The Perch,/biz/the-perch-chicago?osq=Restaurants,60622,218,0.471112396,4.4,41.9033912,-87.6762437,"1932 W Division St, Chicago, IL 60622, United States",ChIJh55R6JPTD4gRuBjfent3uh4,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Rumi Middle Eastern Grill,/biz/rumi-middle-eastern-grill-chicago-2?osq=Restaurants,60622,218,0.086073756,4.5,41.9093142,-87.6760519,"1534 N Milwaukee Ave, Chicago, IL 60622, United States",ChIJxYUmEMfSD4gRVxg0PUdJV20,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Salt Burgers + Fries,/biz/salt-burgers-fries-chicago?osq=Restaurants,60622,218,0.087679483,4.1,41.9106162,-87.6759778,"1920 W North Ave, Chicago, IL 60622, United States",ChIJRWtUROzTD4gRtQh9dcEbKLI,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Soul%C3%A9,/biz/soul%C3%A9-chicago-2?osq=Restaurants,60622,218,0.129297532,3.8,41.89590935,-87.675822,"1931 W Chicago Ave  Chicago, IL 60622  Damen Ave & Wolcott Ave  Ukrainian Village, West Town",-,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,0
The Tamale Lady,/biz/the-tamale-lady-chicago?osq=Restaurants,60608,148,0.027028356,4.4,41.8530255,-87.6757368,"1900-1998, W 21st Pl, Chicago, IL 60608, United States",ChIJaQUb4CEtDogRqhjy9-tYHSc,59259,82.2,1,2683,3.7,0,94,0.1,0,4833,6.7,0,105,0.1,1,23108,90.9,1,7.5,1,98457,1,1,0
Paradise Park,/biz/paradise-park-chicago?osq=Restaurants,60622,218,0.129323487,4,41.9102769,-87.6756623,"1913 W North Ave, Chicago, IL 60622, United States",ChIJAeD_ayzTD4gRahiVg8OYv1Y,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Kasama,/biz/kasama-chicago?osq=Restaurants,60622,218,0.241506345,4.5,41.899667,-87.6756612,"1001 N Winchester Ave, Chicago, IL 60622, United States",ChIJccHhHs3TD4gRxVcCWUh7-xQ,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,0
Homestead on the Roof,/biz/homestead-on-the-roof-chicago?osq=Restaurants,60622,218,0.129656358,3.8,41.8961175,-87.675648,"1924 W Chicago Ave, Chicago, IL 60622, United States",ChIJz3R5KzUtDogRKWrvcPaUq6w,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,0
Amaru,/biz/amaru-chicago?osq=Restaurants,60622,218,0.237948262,4.8,41.9107142,-87.6753953,"1904 W North Ave, Chicago, IL 60622, United States",ChIJk-_u07vTD4gRnxbidpOwF4w,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Kizuki Ramen & Izakaya,/biz/kizuki-ramen-and-izakaya-chicago?osq=Restaurants,60622,218,0.08642284,3.8,41.9087604,-87.6751855,"1482 N Milwaukee Ave, Chicago, IL 60622, United States",ChIJPc6P_8bSD4gRzvkeDb1Nylw,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Sushi Taku,/biz/sushi-taku-chicago-2?osq=Restaurants,60622,218,0.094490441,4.2,41.9033911,-87.67512,"1904 W Division St, Chicago, IL 60622, United States",ChIJBaAW_sjSD4gRCG58SxozWDs,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
The Bongo Room,/biz/the-bongo-room-chicago?osq=Restaurants,60622,218,0.017969408,4,41.9085194,-87.6748528,"1470 N Milwaukee Ave, Chicago, IL 60622, United States",ChIJI3njV8bSD4gR2aImx5J3HEg,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Pasta Bowl - Wicker Park,/biz/pasta-bowl-wicker-park-chicago?osq=Restaurants,60622,218,0.026330613,4.2,41.910708,-87.6746816,"1852 W North Ave, Chicago, IL 60622, United States",ChIJx4lHzsbSD4gR-uecJquN9ik,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
En Hakkore 2,/biz/en-hakkore-2-0-chicago-15?osq=Restaurants,60622,218,0.184579783,4.6,41.9085884,-87.67443,"1467 N Milwaukee Ave, Chicago, IL 60622, United States",ChIJSRu99cbSD4gRz_mDVW6zBXQ,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
En Hakkore,/biz/en-hakkore-chicago-10?osq=Restaurants,60647,248,0.145738846,4.5,41.9085884,-87.67443,"1467 N Milwaukee Ave, Chicago, IL 60622, United States",ChIJSRu99cbSD4gRz_mDVW6zBXQ,58385,68.2,1,5701,6.7,0,476,0.6,1,3658,4.3,0,62,0.1,1,20518,76.1,1,3.7,1,89974,1,0,1
etta - Bucktown,/biz/etta-bucktown-chicago?osq=Restaurants,60622,218,0.273090061,4.3,41.9106889,-87.6742363,"1840 W North Ave, Chicago, IL 60622, United States",ChIJ908aKunTD4gRGsTOB-Hmm2Q,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Machine Engineered Dining & Drink,/biz/machine-engineered-dining-and-drink-chicago?osq=Restaurants,60622,218,0.179385607,4,41.9033805,-87.6739614,"1846 W Division St, Chicago, IL 60622, United States",ChIJ5VKNklbTD4gRD19M84CYMcE,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Taquizo,/biz/taquizo-chicago?osq=Restaurants,60622,218,0.069740222,3.5,41.9103746,-87.6739316,"1835 W North Ave, Chicago, IL 60622, United States",ChIJAw-GhdHTD4gR-T3GKHfIi2k,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Parlor Pizza Bar - Wicker Park,/biz/parlor-pizza-bar-wicker-park-chicago-2?osq=Restaurants,60622,218,0.004364427,4.3,41.9033944,-87.6734318,"1824 W Division St, Chicago, IL 60622, United States",ChIJkTo_KMnSD4gR5RcZjQJWO6w,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Barcocina West Town,/biz/barcocina-west-town-chicago?osq=Restaurants,60622,218,0.212379864,4.9,41.8962465,-87.6729274,"1814 W Chicago Ave, Chicago, IL 60622, United States",ChIJmYEjbcnTD4gRii3W85FQU4A,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Zenwich X Elite Boba - Wicker Park,/biz/zenwich-x-elite-boba-wicker-park-chicago-4?osq=Restaurants,60622,218,0.160526814,4.4,41.9077159,-87.6728915,"1415 N Milwaukee Ave, Chicago, IL 60622, United States",ChIJN9NsVRXTD4gR9x78Q5dpWCk,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Ina Mae Tavern & Packaged Goods,/biz/ina-mae-tavern-and-packaged-goods-chicago?osq=Restaurants,60622,218,0.077317753,3.5,41.9076442,-87.6722353,"1415 N Wood St, Chicago, IL 60622, United States",ChIJPRWxdNTTD4gRGBHA7sE-iB8,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Oiistar,/biz/oiistar-chicago?osq=Restaurants,60622,218,0.180817667,4.2,41.9070765,-87.6721011,"1385 N Milwaukee Ave, Chicago, IL 60622, United States",ChIJrYBs6cXSD4gRLfnvYfRMcOs,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Tortello,/biz/tortello-chicago?osq=Restaurants,60622,218,0.195525382,4.4,41.9034241,-87.6718642,"1746 W Division St, Chicago, IL 60622, United States",ChIJBW5y387SD4gRCkxbf2J5Erw,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
The Delta,/biz/the-delta-chicago?osq=Restaurants,60622,218,0.161441149,4.3,41.9104634,-87.6718587,"1745 W North Ave, Chicago, IL 60622, United States",ChIJH5KGDcTSD4gRqOXekdQG8x4,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Wazwan - Chicago,/biz/wazwan-chicago-chicago-2?osq=Restaurants,60607,198,0.201684582,4.5,41.903512,-87.6717396,"1742 W Division St, Chicago, IL 60622, United States",ChIJ6xr8mTktDogR9asBMVGUdt8,16844,56.2,1,3742,12.5,0,107,0.4,0,6724,22.4,1,17,0.1,1,8429,88.1,1,7,1,109634,1,0,1
Forbidden Root,/biz/forbidden-root-chicago?osq=Restaurants,60622,218,0.23380227,4.3,41.896238,-87.671559,"1746 W Chicago Ave, Chicago, IL 60622, United States",ChIJMUhGGqwsDogRzmCX4jRx34o,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Sushi + Rotary Sushi Bar - Wicker Park,/biz/sushi-rotary-sushi-bar-wicker-park-chicago?osq=Restaurants,60622,218,0.143714621,4.8,41.906231,-87.671394,"1352 N Milwaukee Ave, Chicago, IL 60622, United States",ChIJfxJGIUbTD4gRgclWyCZ0tOA,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Cracked on Milwaukee,/biz/cracked-on-milwaukee-chicago?osq=Restaurants,60622,218,0.171237906,4.3,41.9066085,-87.6713409,"1359 N Milwaukee Ave, Chicago, IL 60622, United States",ChIJ2wC8lNjTD4gRSnVgOLr552c,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Goodstuff Eats,/biz/goodstuff-eats-chicago?osq=Restaurants,60622,218,0.018167213,5,41.9082485201879,-87.6710985940398,"1359 N Milwaukee Ave, Chicago, IL 60622, United States",ChIJ-dVskRfID4gRxOq9t2V3YOw,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,0
Mama Delia,/biz/mama-delia-chicago-2?osq=Restaurants,60622,218,0.126656331,3.6,41.9030013,-87.6708347,"1721 W Division St Ground Floor, Chicago, IL 60622, United States",ChIJLxzB8_XTD4gRkcngO9oXOsM,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
Mk Noodle,/biz/mk-noodle-chicago?osq=Restaurants,60657,233,0.127123577,4.7,41.9427285,-87.6705439,"3341 N Lincoln Ave, Chicago, IL 60657, United States",ChIJd36ADEHTD4gR5FpNyLvTKjo,59259,82.2,1,2683,3.7,0,94,0.1,0,4833,6.7,0,105,0.1,1,23108,90.9,1,4.2,1,98457,1,0,0
JJ Thai Street Food,/biz/jj-thai-street-food-chicago?osq=Restaurants,60622,218,0.159577639,4.3,41.8958101,-87.6704,"1715 W Chicago Ave, Chicago, IL 60622, United States",ChIJRXC74KItDogRS1jY87jf22g,41086,75.2,1,3868,7.1,0,32,0.1,0,2794,5.1,0,50,0.1,1,18379,85,1,3.1,0,110694,1,0,1
