Restaurant,Latitude,Longitude,Address,PlaceID,URL,ZIP,AverageExposure,Stars,Count,White,ofWhite,WN,Black,ofBlack,BN,AmericanIndaian,ofAI,AIN,Asian,ofAisan,AN,NativeHawiian,ofNativeHawiian,NHN,Edu,ofEDU,HED,Unemployment,HUne,Wealth,HWe,Attraction,Hotspot
Momoya SoHo,40.7235427,-73.9957854,"47 Prince St, New York, NY 10012, United States",ChIJ4Rw7sVhZwokRJuSZSI0jb4A,/biz/momoya-soho-new-york?osq=Restaurants,10012,0.132572282,4.4,28,15836,71.1,1,806,3.6,0,0,0,0,4131,18.6,1,0,0,0,5883,93.9,1,4.7,1,117581,1,1,1
Thai Diner,40.7207143,-73.99565,"186 Mott St, New York, NY 10012, United States",ChIJQyFr6-FZwokRr23JK7BC7_g,/biz/thai-diner-new-york?osq=Restaurants,10012,0.086917123,4.2,28,15836,71.1,1,806,3.6,0,0,0,0,4131,18.6,1,0,0,0,5883,93.9,1,4.7,1,117581,1,1,1
The Osprey,40.7023497,-73.9955941,"60 Furman St, Brooklyn, NY 11201, United States",ChIJxWLy8DlawokR1jvfXUPSTUE,/biz/the-osprey-brooklyn?osq=Restaurants,11201,0.310468791,3.9,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
Kimika,40.7205834,-73.9952002,"40 Kenmare St, New York, NY 10012, United States",ChIJBTT9YW9ZwokRGNibieZGOTk,/biz/kimika-new-york?osq=Restaurants,10012,0.104683018,3.8,28,15836,71.1,1,806,3.6,0,0,0,0,4131,18.6,1,0,0,0,5883,93.9,1,4.7,1,117581,1,1,1
Sun Hing Lung Co,40.7128855,-73.9951074,"58 Henry St, New York, NY 10002, United States",ChIJGeaRAyZawokRbvxqEiLDw8g,/biz/sun-hing-lung-co-new-york-3?osq=Restaurants,10002,0.110318306,4.1,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,1
Al Badawi,40.6906407,-73.9950026,"151 Atlantic Ave, Brooklyn, NY 11201, United States",ChIJL_1fstBbwokRVaeht7CPayA,/biz/al-badawi-brooklyn-2?osq=Restaurants,11201,0.080990333,4.3,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,0
LaoJie Hotpot Manhattan,40.7176193,-73.9949923,"105 Bowery, New York, NY 10002, United States",ChIJ76QaGzxZwokRfGxoduYPISA,/biz/laojie-hotpot-manhattan-new-york?osq=Restaurants,10002,0.033804827,5,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,1
The River Caf%C3%A9,40.70399921,-73.99482446,"1 Water St  Brooklyn, NY 11201  Brooklyn Brg & W Cadman Plz  DUMBO",-,/biz/the-river-caf%C3%A9-brooklyn-3?osq=Restaurants,11201,0.156828078,4.1,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
Cafe Gitane,40.7231237,-73.9947502,"242 Mott St, New York, NY 10012, United States",ChIJB-TnioVZwokR1qMpyVU83P4,/biz/cafe-gitane-brooklyn?osq=Restaurants,11201,0.120677363,4.2,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
White Oak Tavern,40.7303892,-73.9946255,"21 Waverly Pl, New York, NY 10003, United States",ChIJ3zjtdppZwokRhZZwPc4gsj0,/biz/white-oak-tavern-new-york-2?osq=Restaurants,10003,0.139086002,4.3,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,0
Wah Fung No 1,40.7173189,-73.9944649,"79 Chrystie St, New York, NY 10002, United States",ChIJCZ6p_4dZwokRitXAVOk-zvs,/biz/wah-fung-no-1-new-york-2?osq=Restaurants,10002,0.190392057,4.5,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,1
Cafe Habana,40.7229278,-73.9941778,"17 Prince St, New York, NY 10012, United States",ChIJPQOh8YVZwokRE2WsbZI4tOk,/biz/cafe-habana-new-york-4?osq=Restaurants,10012,0.046541197,3.9,28,15836,71.1,1,806,3.6,0,0,0,0,4131,18.6,1,0,0,0,5883,93.9,1,4.7,1,117581,1,1,1
Luke's Lobster Brooklyn Bridge Park,40.7034797,-73.9941407,"11 Water St, Brooklyn, NY 11201, United States",ChIJv1e4pTBawokRBEaJGGqb1YQ,/biz/lukes-lobster-brooklyn-bridge-park-brooklyn-2?osq=Restaurants,11201,0.148718474,3.9,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
Hak Box,40.7140399,-73.994115,"88 E Broadway # 106, New York, NY 10002, United States",ChIJPeWieehbwokRbUSCaEAXG4c,/biz/hak-box-new-york-2?osq=Restaurants,10002,0.026248029,4.5,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,1
Soba Mama,40.7302341,-73.9940323,"289 Mercer St, New York, NY 10003, United States",ChIJM8dmgVJZwokRhVbTSrxvSoo,/biz/soba-mama-new-york?osq=Restaurants,10003,0.096722304,4.3,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,0
Fong On,40.7142217,-73.993757,"81 Division St, New York, NY 10002, United States",ChIJQaJeJexbwokR3tRvK_apU4A,/biz/fong-on-new-york?osq=Restaurants,10002,0.010125494,4.9,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,1
Ingas Bar,40.7000203,-73.9937018,"66 Hicks St, Brooklyn, NY 11201, United States",ChIJP6l_znFbwokRpT1_G9i2i_Y,/biz/ingas-bar-brooklyn?osq=Restaurants,11201,0.186223609,4.4,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,0
Potluck Club,40.719602,-73.9935919,"133 Chrystie St, New York, NY 10002, United States",ChIJ7yN3d6tZwokRATR9U3lAqLg,/biz/potluck-club-new-york-2?osq=Restaurants,10002,0.100899678,4.8,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,1
Boutros,40.6901602,-73.9934661,"185 Atlantic Ave, Brooklyn, NY 11201, United States",ChIJh0mec09awokR8AJ75UQHixY,/biz/boutros-brooklyn?osq=Restaurants,11201,0.157266223,4.5,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,0
Juliana's,40.7027205,-73.9934606,"19 Old Fulton St, Brooklyn, NY 11201, United States",ChIJAQr5tjBawokRBBESUv8Tw5I,/biz/julianas-brooklyn-3?osq=Restaurants,11201,0.304395494,4.4,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
Landhaus,40.7040878393381,-73.9934603189813,"3 New Dock St, Brooklyn, NY 11201, United States",ChIJ_2aspDHBB4gRYev6bKv3TAY,/biz/landhaus-new-york-3?osq=Restaurants,11201,0.076785347,4,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,0
Burger & Lobster - Flatiron NYC,40.7400897,-73.9934044,"39 W 19th St, New York, NY 10011, United States",ChIJI_roPaNZwokRfwq8_je3mZg,/biz/burger-and-lobster-flatiron-nyc-new-york?osq=Restaurants,10011,0.132991313,4.8,6,38919,75,1,2322,4.5,0,64,0.1,0,4854,9.4,0,0,0,0,10661,92,1,4.5,1,139343,1,1,0
M%E1%BA%AFm,40.71719724,-73.99331862,"70 Forsyth St  New York, NY 10002  Hester St & Canal St  Lower East Side",-,/biz/m%E1%BA%AFm-new-york-2?osq=Restaurants,10002,0.167578142,4.4,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,1
Tutt Heights,40.700213,-73.993316,"47 Hicks St, Brooklyn, NY 11201, United States",ChIJAQAsDTdawokRbXcJnQ55gBM,/biz/tutt-heights-brooklyn?osq=Restaurants,11201,0.118723808,4,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,0
Grimaldi's Pizzeria,40.70276787,-73.99326846,"1 Front St  Brooklyn, NY 11201  Dock St & York St  DUMBO",-,/biz/grimaldis-pizzeria-brooklyn-4?osq=Restaurants,11201,0.138671964,3.6,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
Pranakhon Thai Restaurant,40.733751,-73.9932623,"88 University Pl, New York, NY 10003, United States",ChIJeWk_ncJZwokR1QHfApa0dQo,/biz/pranakhon-thai-restaurant-new-york-2?osq=Restaurants,10003,0.131605726,4.9,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,0
The Grey Dog - Union Square,40.73394568,-73.99320042,"90 University Pl  New York, NY 10003",-,/biz/the-grey-dog-union-square-new-york?osq=Restaurants,10003,0.00511081,4.3,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,0
Gran Electrica,40.7026673,-73.9931155,"5 Front St, Brooklyn, NY 11201, United States",ChIJSQWgyTBawokRFQSytRdh7K4,/biz/gran-electrica-brooklyn-3?osq=Restaurants,11201,0.109736423,3.6,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
Taboonette,40.7346073,-73.9928231,"30 E 13th St, New York, NY 10003, United States",ChIJN5nlTphZwokR7RA6DCX141Q,/biz/taboonette-new-york?osq=Restaurants,10003,0.141634007,4.3,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,0
Din Soup Dumplings,40.6941905,-73.9928049,"162 Montague St Fl 1, Brooklyn, NY 11201, United States",ChIJWWAmRa5bwokRrCSDiFtd8-g,/biz/din-soup-dumplings-brooklyn?osq=Restaurants,11201,0.150923456,4.6,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,0
C as in Charlie,40.7255039,-73.9927018,"5 Bleecker St, New York, NY 10012, United States",ChIJx-bMHr1ZwokRd3i_y7F3VlE,/biz/c-as-in-charlie-new-york?osq=Restaurants,10012,0.036218872,4.3,28,15836,71.1,1,806,3.6,0,0,0,0,4131,18.6,1,0,0,0,5883,93.9,1,4.7,1,117581,1,1,1
Fish Cheeks,40.725709,-73.992682,"55 Bond St, New York, NY 10012, United States",ChIJgc7fPIVZwokRQMnqTxTf_Qk,/biz/fish-cheeks-new-york?osq=Restaurants,10012,0.176869006,4.5,28,15836,71.1,1,806,3.6,0,0,0,0,4131,18.6,1,0,0,0,5883,93.9,1,4.7,1,117581,1,1,1
Wayla,40.7182852,-73.9926038,"100 Forsyth St, New York, NY 10002, United States",ChIJx-dP1L9ZwokRUJWDOIcgTG4,/biz/wayla-new-york?osq=Restaurants,10002,0.177478886,4.5,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,0
Wayla,40.7182852,-73.9926038,"100 Forsyth St, New York, NY 10002, United States",ChIJx-dP1L9ZwokRUJWDOIcgTG4,/biz/wayla-brooklyn?osq=Restaurants,11201,0.011174622,3.4,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
Forsythia,40.7225653,-73.9924768,"9 Stanton St, New York, NY 10002, United States",ChIJ6Xa02cFZwokRv_5HQ3fHoHk,/biz/forsythia-new-york-3?osq=Restaurants,10002,0.062081374,4.5,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,1
Freemans,40.7219877,-73.9924573,"Freeman Alley, New York, NY 10002, United States",ChIJRcCC14VZwokRvJiDo29-IGM,/biz/freemans-new-york-3?osq=Restaurants,10002,0.134198098,3.8,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,1
The Binc,40.6992629,-73.9922772,"60 Henry St, Brooklyn, NY 11201, United States",ChIJfY0sqTdawokRHXfroULECEM,/biz/the-binc-brooklyn?osq=Restaurants,11201,0.170427119,4.4,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,0
La Chilaquer%C3%ADa - New York,40.74733541,-73.9921822,"139 W 28th St  New York, NY 10001  Avenue Of The Americas & 7th Ave  Chelsea",-,/biz/la-chilaquer%C3%ADa-new-york-new-york?osq=Restaurants,10001,0.021588802,4.7,10,16963,62.9,1,2117,7.9,0,40,0.1,0,4527,16.8,1,50,0.2,1,6584,88.1,1,4.1,1,101409,1,1,0
Time Out Market New York,40.7034205,-73.9921457,"55 Water St, Brooklyn, NY 11201, United States",ChIJ9aMCWaxbwokRZHJGmTBxFtQ,/biz/time-out-market-new-york-brooklyn?osq=Restaurants,11201,0.343921631,3.8,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
David Burke TImeout Market,40.7034205,-73.9921457,"55 Water St, Brooklyn, NY 11201, United States",ChIJ9aMCWaxbwokRZHJGmTBxFtQ,/biz/david-burke-timeout-market-brooklyn?osq=Restaurants,11201,0.142953345,4.5,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
Noodle Pudding,40.69981,-73.9921036,"38 Henry St, Brooklyn, NY 11201, United States",ChIJaZ3zATdawokRwWdbyV9OwmY,/biz/noodle-pudding-brooklyn?osq=Restaurants,11201,0.143520375,4,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,0
Shu Jiao Fu Zhou,40.7174109,-73.9920876,"295 Grand St, New York, NY 10002, United States",ChIJ3au6oIdZwokRRpuRY9nbgik,/biz/shu-jiao-fu-zhou-new-york-2?osq=Restaurants,10002,0.139224822,4.5,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,1
shabushabu Mayumon,40.7142375,-73.9920557,"115 Division St, New York, NY 10002, United States",ChIJ3UyOrd1bwokRNqcXgYK8ALA,/biz/shabushabu-mayumon-new-york-5?osq=Restaurants,10002,0.098409612,4.1,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,1
Cecconi's Dumbo,40.7035982,-73.9916626,"55 Water St, Brooklyn, NY 11201, United States",ChIJB2xIGTFawokRSX4sCtT9djg,/biz/cecconis-dumbo-brooklyn?osq=Restaurants,11201,0.218795353,3.5,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
Sobak,40.7149516,-73.9916415,"51b Canal St, New York, NY 10002, United States",ChIJ2YcxZHpbwokR9d_1AYjLw6o,/biz/sobak-new-york-2?osq=Restaurants,10002,0.167532309,4.9,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,1
The Migrant Kitchen - Brooklyn,40.7034191,-73.9916072,"55 Water St, Brooklyn, NY 11201, United States",ChIJG7NgC7FZwokRnshMQdoyWt8,/biz/the-migrant-kitchen-brooklyn-brooklyn?osq=Restaurants,11201,0.18662655,4.5,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
Jacob's Pickles Time Out Market,40.7034191,-73.9916072,"55 Water St, Brooklyn, NY 11201, United States",ChIJjfvhBVJbwokRx4L-G2wRxng,/biz/jacobs-pickles-time-out-market-brooklyn-2?osq=Restaurants,11201,0.143542501,4.5,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
Chote Miya,40.7034191,-73.9916072,"55 Water St, Brooklyn, NY 11201, United States",ChIJuVcf4_tbwokReFO4csNe8Qs,/biz/chote-miya-brooklyn?osq=Restaurants,11201,0.072025458,3.7,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
Seamore's Dumbo,40.7030931,-73.991336,"66 Water St, Brooklyn, NY 11201, United States",ChIJPaBpIjFawokRer0dGKw_BxE,/biz/seamore-s-dumbo-brooklyn-3?osq=Restaurants,11201,0.15334106,4.4,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
The Hull,40.7030931,-73.991336,"66 Water St, Brooklyn, NY 11201, United States",ChIJRahh08ZbwokRYJmzEppfsjA,/biz/the-hull-brooklyn?osq=Restaurants,11201,0.050560426,4.3,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
OBAO,40.7606458,-73.9913281,"647 9th Ave, New York, NY 10036, United States",ChIJQZko0FNYwokRjhh4z0ilUMw,/biz/obao-new-york-3?osq=Restaurants,10036,0.005090366,4.1,3,18141,59.6,1,2288,7.5,0,55,0.2,0,5116,16.8,1,30,0.1,0,7187,92.2,1,6.2,1,98177,1,1,0
Tsurutontan Udon Noodle Brasserie,40.7368725,-73.9912689,"21 E 16th St, New York, NY 10003, United States",ChIJ-SIzeqJZwokRcTLUzrb8Xd8,/biz/tsurutontan-udon-noodle-brasserie-new-york?osq=Restaurants,10003,0.134566992,3.9,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,0
Shan,40.685206,-73.9912052,"191 Smith St, Brooklyn, NY 11201, United States",ChIJG8MBdtNbwokRxOR3oVutbPE,/biz/shan-brooklyn-3?osq=Restaurants,11201,0.129266881,4.5,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,0
Em Vietnamese Bistro,40.7026693,-73.9911665,"57 Front St, Brooklyn, NY 11201, United States",ChIJDQJJHAtbwokR6Ljf1I9DUFA,/biz/em-vietnamese-bistro-brooklyn?osq=Restaurants,11201,0.22098974,4.4,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
3 Times,40.7328629,-73.9910491,"818 Broadway, New York, NY 10003, United States",ChIJ-aKp37hZwokRHX7Mbyn4Yb8,/biz/3-times-new-york-4?osq=Restaurants,10004,0.010176999,4.5,2,2758,57.5,1,162,3.4,0,0,0,0,1593,33.2,1,0,0,0,1323,97.2,1,1.6,0,216017,1,1,0
Barbalu - Brooklyn,40.6867438,-73.9910146,"68 Bergen St, Brooklyn, NY 11201, United States",ChIJb8rqw5JbwokRBOBigHr02u0,/biz/barbalu-brooklyn-brooklyn?osq=Restaurants,11201,0.112893296,4.5,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,0
Kopitiam,40.7138484,-73.9909298,"151 E Broadway, New York, NY 10002, United States",ChIJCSo-rSlawokRXSVW0IKZ3vQ,/biz/kopitiam-new-york?osq=Restaurants,10002,0.115577514,4.4,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,1
Sagaponack,40.7409924,-73.9907409,"4 W 22nd St, New York, NY 10010, United States",ChIJuXGLjqNZwokRDEG5LwpEBzk,/biz/sagaponack-new-york-6?osq=Restaurants,10010,0.030934249,4.3,3,22952,69.1,1,2952,8.9,0,48,0.1,0,4955,14.9,1,0,0,0,6513,90.9,1,3.2,0,131635,1,1,0
Barn Joo,40.736868,-73.990738,"35 Union Square W, New York, NY 10003, United States",ChIJQ7XpyqNZwokRQpVfvGEViWM,/biz/barn-joo-new-york-3?osq=Restaurants,10003,0.141809344,4,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,0
Douska,40.7190677,-73.99073,"63 Delancey St, New York, NY 10002, United States",ChIJN2P817hZwokRy8cUeMS_ETk,/biz/douska-new-york?osq=Restaurants,10002,0.104272024,4.9,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,1
Thai Villa,40.7390045,-73.9906704,"5 E 19th St, New York, NY 10003, United States",ChIJfd-PtKNZwokR-m-0kzVTgBs,/biz/thai-villa-new-york-2?osq=Restaurants,10003,0.168404054,4.4,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,0
Rosie's,40.7249241,-73.9906202,"29 E 2nd St, New York, NY 10003, United States",ChIJZdHB7oRZwokRLygeCAedjWo,/biz/rosies-new-york-2?osq=Restaurants,10003,0.046076474,3.9,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,1
Dawn's `Til Dusk,40.7033508,-73.9904527,"33 Main St, Brooklyn, NY 11201, United States",ChIJFTVDEzFawokRp53c_hL03Bg,/biz/dawns-til-dusk-brooklyn-2?osq=Restaurants,11201,0.138781713,4.9,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
Ippudo NY,40.730948,-73.990287,"65 4th Ave, New York, NY 10003, United States",ChIJWUOc55tZwokR9q_g5l051rk,/biz/ippudo-ny-new-york-7?osq=Restaurants,10003,0.168305805,4.1,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,0
Tenement,40.718818,-73.9900876,"103 Orchard St, New York, NY 10002, United States",ChIJ20bVJYdZwokRhI7esP3mYM0,/biz/tenement-new-york?osq=Restaurants,10002,0.03582593,5,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,1
Excuse My French,40.7184825,-73.9899543,"96 Orchard St, New York, NY 10002, United States",ChIJu5bcJIdZwokRTDziDx5WAAA,/biz/excuse-my-french-new-york?osq=Restaurants,10002,0.126021641,4,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,1
Kabisera,40.7209237,-73.9899319,"151 Allen St Store S, New York, NY 10002, United States",ChIJF6tIjHpZwokReb5gAlYCCi0,/biz/kabisera-new-york-5?osq=Restaurants,10013,0.005062736,4.4,23,17204,58.2,1,1000,3.4,0,27,0.1,0,9160,31,1,0,0,0,4039,80.9,1,3.5,0,137572,1,0,1
LumLum,40.7629548,-73.9898444,"404 W 49th St, New York, NY 10019, United States",ChIJeQxW7xZZwokRh32rrkOgatw,/biz/lumlum-new-york?osq=Restaurants,10019,0.155859469,4.4,5,28545,64.9,1,2664,6.1,0,245,0.6,1,8249,18.8,1,47,0.1,0,10291,86.1,1,6.1,1,105538,1,1,0
Ye's Apothecary,40.7194565,-73.9898282,"119 Orchard St, New York, NY 10002, United States",ChIJ1_H0xoxZwokRiSYkMa5Mnqk,/biz/yes-apothecary-new-york-4?osq=Restaurants,10002,0.407077253,4.3,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,1
Okiboru House of Tsukemen,40.7193338,-73.9897685,"117 Orchard St, New York, NY 10002, United States",ChIJLeixHgZZwokRwv5jEjzFPW4,/biz/okiboru-house-of-tsukemen-new-york?osq=Restaurants,10002,0.143661627,4.4,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,1
Good Thanks Cafe,40.7197434,-73.9895105,"131a Orchard St, New York, NY 10002, United States",ChIJlZ1jG6NZwokRQIXt47NzppA,/biz/good-thanks-cafe-new-york?osq=Restaurants,10002,0.010148903,3.9,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,1
Westville Dumbo,40.7019271,-73.9894984,"81 Washington St, Brooklyn, NY 11201, United States",ChIJI4YtUjFawokRirhCTkv48p4,/biz/westville-dumbo-brooklyn?osq=Restaurants,11201,0.11783408,4.2,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
MayRee,40.7238424,-73.9892241,"58 E 1st St, New York, NY 10003, United States",ChIJjw0jcKJZwokRrqj91_P25w8,/biz/mayree-new-york?osq=Restaurants,10003,0.05875531,4,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,1
AlMar,40.7026637,-73.9891745,"111 Front St, Brooklyn, NY 11201, United States",ChIJuTX9WzFawokR3Bbq2zI2ESA,/biz/almar-brooklyn-2?osq=Restaurants,11201,0.217114482,3.8,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
The Bao,40.7294074,-73.9889097,"13 St Marks Pl, New York, NY 10003, United States",ChIJY_AGiJtZwokRMkVfS6vDfw8,/biz/the-bao-new-york?osq=Restaurants,10003,0.010148903,4.9,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,1
Zaytinya - New York,40.7454944,-73.9889085,"1185 Broadway, New York, NY 10001, United States",ChIJl_24MRlZwokRvdVm_R4O8A8,/biz/zaytinya-new-york-new-york-4?osq=Restaurants,10001,0.129730478,4.2,10,16963,62.9,1,2117,7.9,0,40,0.1,0,4527,16.8,1,50,0.2,1,6584,88.1,1,4.1,1,101409,1,1,0
Trapizzino,40.7203979,-73.9888844,"144 Orchard St, New York, NY 10002, United States",ChIJE46otIZZwokRlpOttitF5JM,/biz/trapizzino-new-york?osq=Restaurants,10002,0.020363255,4.4,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,1
8282,40.7216655,-73.9887771,"84 Stanton St, New York, NY 10002, United States",ChIJNaUIchtZwokRHI8Pk3mEz1Y,/biz/8282-new-york-2?osq=Restaurants,10002,0.189998108,4.7,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,1
